id,km_training_id,user_id,present,diff_group
405,207,140,1,0
406,207,154,0,0
407,207,166,1,0
408,207,167,0,0
409,207,168,1,0
410,207,170,0,0
411,207,171,0,0
412,207,172,0,0
413,207,174,0,0
414,207,175,0,0
415,207,176,0,0
416,207,177,0,0
417,207,178,1,0
418,207,179,0,0
419,207,180,0,0
420,207,181,0,0
421,207,182,1,0
422,207,183,0,0
423,207,184,0,0
424,207,185,1,0
425,207,186,0,0
426,207,187,0,0
427,207,188,1,0
428,207,189,0,0
429,207,190,0,0
430,207,191,0,0
431,207,287,1,0
432,207,288,0,0
433,207,289,1,0
434,207,290,1,0
435,207,291,0,0
436,207,292,0,0
437,207,293,1,0
438,207,294,1,0
439,207,295,0,0
440,207,296,1,0
441,207,297,1,0
442,207,298,0,0
443,207,299,0,0
444,207,300,0,0
445,207,301,0,0
446,207,302,0,0
447,207,303,0,0
448,207,304,0,0
449,207,313,0,0
450,207,314,0,0
451,207,315,0,0
452,207,317,0,0
453,207,318,1,0
454,207,319,1,0
455,207,328,1,0
456,207,329,0,0
457,207,198,1,1
458,207,125,1,1
459,384,109,0,0
460,384,110,1,0
461,384,111,0,0
462,384,112,1,0
463,384,113,0,0
464,384,280,0,0
465,389,44,0,0
466,389,45,0,0
467,389,46,0,0
468,389,47,0,0
469,389,48,0,0
470,389,49,0,0
471,389,50,0,0
472,389,51,1,0
473,389,52,1,0
474,389,53,1,0
475,389,54,0,0
476,389,55,0,0
477,392,35,1,0
478,392,36,0,0
479,392,37,1,0
480,392,38,1,0
481,392,39,0,0
482,392,40,0,0
483,392,41,1,0
484,392,42,0,0
485,392,43,1,0
486,392,284,0,0
487,400,77,1,0
488,400,144,0,0
489,400,146,0,0
490,400,147,1,0
491,400,148,0,0
492,400,149,0,0
493,400,150,0,0
494,400,151,0,0
495,400,152,0,0
496,400,153,0,0
497,400,154,0,0
498,400,155,0,0
499,400,156,0,0
500,400,157,0,0
501,400,158,0,0
502,400,160,1,0
503,400,161,1,0
504,400,162,0,0
505,400,163,0,0
506,400,164,0,0
507,400,165,1,0
508,400,145,0,0
509,400,306,0,0
510,400,324,0,0
511,400,325,1,0
512,400,326,0,0
513,2,12,0,0
514,2,19,0,0
515,2,21,0,0
516,2,56,0,0
517,2,57,0,0
518,2,58,0,0
519,2,59,0,0
520,2,60,0,0
521,2,61,0,0
522,2,62,0,0
523,2,63,0,0
524,2,64,0,0
525,2,65,0,0
526,2,66,0,0
527,2,67,0,0
528,2,68,0,0
529,2,69,0,0
530,2,70,0,0
531,2,71,0,0
532,2,72,0,0
533,2,73,0,0
534,2,74,0,0
535,2,75,0,0
536,2,76,0,0
537,2,78,0,0
538,2,79,0,0
539,2,80,0,0
540,2,81,0,0
541,2,82,0,0
542,2,89,0,0
543,2,281,0,0
544,2,307,0,0
545,2,308,0,0
546,2,309,0,0
547,2,310,0,0
548,2,311,0,0
549,2,320,0,0
550,2,321,0,0
551,2,322,0,0
552,2,323,0,0
553,382,35,0,0
554,382,36,0,0
555,382,37,0,0
556,382,38,0,0
557,382,39,0,0
558,382,40,0,0
559,382,41,0,0
560,382,42,0,0
561,382,43,0,0
562,382,284,0,0
563,382,253,0,1
565,402,35,0,0
566,402,36,1,0
567,402,37,1,0
568,402,38,1,0
569,402,39,0,0
570,402,40,1,0
571,402,41,1,0
572,402,42,0,0
573,402,43,1,0
574,402,284,0,0
575,407,12,0,0
576,407,19,0,0
577,407,21,0,0
578,407,56,0,0
579,407,57,0,0
580,407,58,1,0
581,407,59,0,0
582,407,60,0,0
583,407,61,0,0
584,407,63,0,0
585,407,64,0,0
586,407,71,0,0
587,407,73,0,0
588,407,74,1,0
589,407,75,1,0
590,407,78,0,0
591,407,79,1,0
592,407,80,1,0
593,407,81,1,0
594,407,82,0,0
595,407,89,0,0
596,407,281,0,0
597,407,307,0,0
598,407,310,1,0
599,407,311,1,0
600,407,320,0,0
601,407,321,0,0
602,407,322,1,0
603,407,323,1,0
604,407,331,0,0
605,408,114,0,0
606,408,119,0,0
607,408,140,1,0
608,408,166,0,0
609,408,167,0,0
610,408,168,1,0
611,408,170,0,0
612,408,175,1,0
613,408,178,0,0
614,408,181,0,0
615,408,182,0,0
616,408,183,0,0
617,408,184,0,0
618,408,185,0,0
619,408,188,1,0
620,408,189,0,0
621,408,191,0,0
622,408,287,0,0
623,408,288,0,0
624,408,289,0,0
625,408,290,1,0
626,408,291,0,0
627,408,292,0,0
628,408,293,1,0
629,408,294,0,0
630,408,295,0,0
631,408,296,0,0
632,408,297,1,0
633,408,299,0,0
634,408,300,1,0
635,408,301,0,0
636,408,303,0,0
637,408,313,0,0
638,408,315,0,0
639,408,318,1,0
640,408,319,1,0
641,408,328,1,0
642,408,329,0,0
643,408,198,1,1
644,421,2,0,0
645,421,16,0,0
646,421,20,0,0
647,421,83,0,0
648,421,84,0,0
649,421,86,0,0
650,421,87,0,0
651,421,88,0,0
652,421,91,0,0
653,421,92,0,0
654,421,93,0,0
655,421,96,0,0
656,421,97,0,0
657,421,98,0,0
658,421,99,0,0
659,421,100,0,0
660,421,101,0,0
661,421,102,0,0
662,421,103,0,0
663,421,104,0,0
664,421,105,0,0
665,421,106,0,0
666,421,107,0,0
667,421,108,0,0
668,421,327,0,0
669,419,44,0,0
670,419,45,0,0
671,419,46,0,0
672,419,47,0,0
673,419,48,0,0
674,419,49,0,0
675,419,50,0,0
676,419,51,0,0
677,419,52,0,0
678,419,53,0,0
679,419,54,0,0
680,419,55,0,0
681,418,114,0,0
682,418,119,0,0
683,418,140,0,0
684,418,166,0,0
685,418,167,0,0
686,418,168,0,0
687,418,170,0,0
688,418,175,0,0
689,418,178,0,0
690,418,181,0,0
691,418,182,0,0
692,418,183,0,0
693,418,184,0,0
694,418,185,0,0
695,418,188,0,0
696,418,189,0,0
697,418,191,0,0
698,418,287,0,0
699,418,288,0,0
700,418,289,0,0
701,418,290,0,0
702,418,291,0,0
703,418,292,0,0
704,418,293,0,0
705,418,294,0,0
706,418,295,0,0
707,418,296,0,0
708,418,297,0,0
709,418,299,0,0
710,418,300,0,0
711,418,301,0,0
712,418,303,0,0
713,418,313,0,0
714,418,315,0,0
715,418,318,0,0
716,418,319,0,0
717,418,328,0,0
718,418,329,0,0
719,411,2,0,0
720,411,16,0,0
721,411,20,0,0
722,411,83,0,0
723,411,84,0,0
724,411,86,0,0
725,411,87,0,0
726,411,88,0,0
727,411,91,0,0
728,411,92,0,0
729,411,93,0,0
730,411,96,0,0
731,411,97,0,0
732,411,98,0,0
733,411,99,0,0
734,411,100,0,0
735,411,101,0,0
736,411,102,0,0
737,411,103,0,0
738,411,104,0,0
739,411,105,0,0
740,411,106,0,0
741,411,107,0,0
742,411,108,0,0
743,411,327,0,0
744,409,44,0,0
745,409,45,0,0
746,409,46,0,0
747,409,47,0,0
748,409,48,0,0
749,409,49,0,0
750,409,50,0,0
751,409,51,0,0
752,409,52,0,0
753,409,53,0,0
754,409,54,0,0
755,409,55,0,0
756,441,2,1,0
757,441,16,0,0
758,441,20,0,0
759,441,83,0,0
760,441,84,1,0
761,441,86,0,0
762,441,87,0,0
763,441,88,1,0
764,441,91,0,0
765,441,92,1,0
766,441,93,0,0
767,441,96,1,0
768,441,97,1,0
769,441,98,0,0
770,441,99,1,0
771,441,100,1,0
772,441,101,0,0
773,441,102,1,0
774,441,103,0,0
775,441,104,1,0
776,441,105,0,0
777,441,106,0,0
778,441,107,1,0
779,441,108,1,0
780,441,327,0,0
781,425,3,0,0
782,425,5,0,0
783,425,6,0,0
784,425,7,0,0
785,425,8,0,0
786,425,14,0,0
787,425,17,0,0
788,425,22,0,0
789,425,23,0,0
790,425,215,0,0
791,425,244,0,0
792,425,249,0,0
793,425,250,0,0
794,425,251,0,0
795,425,253,0,0
796,425,254,0,0
797,425,255,0,0
798,425,256,0,0
799,425,258,0,0
800,425,259,0,0
801,425,260,0,0
802,425,261,0,0
803,425,262,0,0
804,425,263,0,0
805,425,264,0,0
806,425,265,0,0
807,425,266,0,0
808,425,267,0,0
809,425,268,0,0
810,425,269,0,0
811,425,271,0,0
812,425,273,0,0
813,425,274,0,0
814,425,275,0,0
815,425,276,0,0
816,425,277,0,0
817,425,278,0,0
818,425,279,0,0
819,432,35,0,0
820,432,36,0,0
821,432,37,0,0
822,432,38,0,0
823,432,39,0,0
824,432,40,0,0
825,432,41,0,0
826,432,42,0,0
827,432,43,0,0
828,432,284,0,0
829,423,124,0,0
830,423,173,0,0
831,423,182,0,0
832,423,192,0,0
833,423,197,0,0
834,423,198,0,0
835,423,201,0,0
836,423,204,0,0
837,423,210,0,0
838,423,212,0,0
839,423,213,0,0
840,423,215,0,0
841,423,216,0,0
842,423,221,0,0
843,423,222,0,0
844,423,223,0,0
845,423,227,0,0
846,423,228,0,0
847,423,229,0,0
848,423,230,0,0
849,423,232,0,0
850,423,237,0,0
851,423,238,0,0
852,423,239,0,0
853,423,243,0,0
854,423,244,0,0
855,423,247,0,0
856,423,248,0,0
857,395,3,0,0
858,395,5,0,0
859,395,6,0,0
860,395,7,0,0
861,395,8,0,0
862,395,14,0,0
863,395,17,0,0
864,395,22,0,0
865,395,23,0,0
866,395,215,0,0
867,395,244,0,0
868,395,249,0,0
869,395,250,0,0
870,395,251,0,0
871,395,253,0,0
872,395,254,0,0
873,395,255,0,0
874,395,256,0,0
875,395,258,0,0
876,395,259,0,0
877,395,260,0,0
878,395,261,0,0
879,395,262,0,0
880,395,263,0,0
881,395,264,0,0
882,395,265,0,0
883,395,266,0,0
884,395,267,0,0
885,395,268,0,0
886,395,269,0,0
887,395,271,0,0
888,395,273,0,0
889,395,274,0,0
890,395,275,0,0
891,395,276,0,0
892,395,277,0,0
893,395,278,0,0
894,395,279,0,0
895,393,124,0,0
896,393,173,0,0
897,393,182,0,0
898,393,192,0,0
899,393,197,0,0
900,393,198,0,0
901,393,201,0,0
902,393,204,0,0
903,393,210,0,0
904,393,212,0,0
905,393,213,0,0
906,393,215,0,0
907,393,216,0,0
908,393,221,0,0
909,393,222,0,0
910,393,223,0,0
911,393,227,0,0
912,393,228,0,0
913,393,229,0,0
914,393,230,0,0
915,393,232,0,0
916,393,237,0,0
917,393,238,0,0
918,393,239,0,0
919,393,243,0,0
920,393,244,0,0
921,393,247,0,0
922,393,248,0,0
923,385,3,0,0
924,385,5,0,0
925,385,6,0,0
926,385,7,0,0
927,385,8,0,0
928,385,14,0,0
929,385,17,0,0
930,385,22,0,0
931,385,23,0,0
932,385,215,0,0
933,385,244,0,0
934,385,249,0,0
935,385,250,0,0
936,385,251,0,0
937,385,253,0,0
938,385,254,0,0
939,385,255,0,0
940,385,256,0,0
941,385,258,0,0
942,385,259,0,0
943,385,260,0,0
944,385,261,0,0
945,385,262,0,0
946,385,263,0,0
947,385,264,0,0
948,385,265,0,0
949,385,266,0,0
950,385,267,0,0
951,385,268,0,0
952,385,269,0,0
953,385,271,0,0
954,385,273,0,0
955,385,274,0,0
956,385,275,0,0
957,385,276,0,0
958,385,277,0,0
959,385,278,0,0
960,385,279,0,0
961,383,124,0,0
962,383,173,0,0
963,383,182,0,0
964,383,192,0,0
965,383,197,0,0
966,383,198,0,0
967,383,201,0,0
968,383,204,0,0
969,383,210,0,0
970,383,212,0,0
971,383,213,0,0
972,383,215,0,0
973,383,216,0,0
974,383,221,0,0
975,383,222,0,0
976,383,223,0,0
977,383,227,0,0
978,383,228,0,0
979,383,229,0,0
980,383,230,0,0
981,383,232,0,0
982,383,237,0,0
983,383,238,0,0
984,383,239,0,0
985,383,243,0,0
986,383,244,0,0
987,383,247,0,0
988,383,248,0,0
989,444,109,0,0
990,444,110,0,0
991,444,111,0,0
992,444,112,0,0
993,438,114,0,0
994,438,119,0,0
995,438,140,0,0
996,438,166,0,0
997,438,167,0,0
998,438,168,0,0
999,438,170,0,0
1000,438,175,0,0
1001,438,178,0,0
1002,438,181,0,0
1003,438,182,0,0
1004,438,183,0,0
1005,438,184,0,0
1006,438,185,0,0
1007,438,188,0,0
1008,438,189,0,0
1009,438,191,0,0
1010,438,287,0,0
1011,438,288,0,0
1012,438,289,0,0
1013,438,290,0,0
1014,438,291,0,0
1015,438,292,0,0
1016,438,293,0,0
1017,438,294,0,0
1018,438,295,0,0
1019,438,296,0,0
1020,438,297,0,0
1021,438,299,0,0
1022,438,300,0,0
1023,438,301,0,0
1024,438,303,0,0
1025,438,313,0,0
1026,438,315,0,0
1027,438,318,0,0
1028,438,319,0,0
1029,438,328,0,0
1030,438,329,0,0
1031,433,124,0,0
1032,433,173,0,0
1033,433,182,0,0
1034,433,192,0,0
1035,433,197,0,0
1036,433,198,0,0
1037,433,201,0,0
1038,433,204,0,0
1039,433,210,0,0
1040,433,212,0,0
1041,433,213,0,0
1042,433,215,0,0
1043,433,216,0,0
1044,433,221,0,0
1045,433,222,0,0
1046,433,223,0,0
1047,433,227,0,0
1048,433,228,0,0
1049,433,229,0,0
1050,433,230,0,0
1051,433,232,0,0
1052,433,237,0,0
1053,433,238,0,0
1054,433,239,0,0
1055,433,243,0,0
1056,433,244,0,0
1057,433,247,0,0
1058,433,248,0,0
1059,435,3,0,0
1060,435,5,0,0
1061,435,6,0,0
1062,435,7,0,0
1063,435,8,0,0
1064,435,14,0,0
1065,435,17,0,0
1066,435,22,0,0
1067,435,23,0,0
1068,435,215,0,0
1069,435,244,0,0
1070,435,249,0,0
1071,435,250,0,0
1072,435,251,0,0
1073,435,253,0,0
1074,435,254,0,0
1075,435,255,0,0
1076,435,256,0,0
1077,435,258,0,0
1078,435,259,0,0
1079,435,260,0,0
1080,435,261,0,0
1081,435,262,0,0
1082,435,263,0,0
1083,435,264,0,0
1084,435,265,0,0
1085,435,266,0,0
1086,435,267,0,0
1087,435,268,0,0
1088,435,269,0,0
1089,435,271,0,0
1090,435,273,0,0
1091,435,274,0,0
1092,435,275,0,0
1093,435,276,0,0
1094,435,277,0,0
1095,435,278,0,0
1096,435,279,0,0
1097,446,115,1,0
1098,446,116,0,0
1099,446,117,1,0
1100,446,118,1,0
1101,446,119,0,0
1102,446,120,0,0
1103,446,124,0,0
1104,446,125,0,0
1105,446,126,1,0
1106,446,128,1,0
1107,446,129,1,0
1108,446,131,1,0
1109,446,132,0,0
1110,446,133,0,0
1111,446,135,0,0
1112,446,136,1,0
1113,446,137,1,0
1114,446,139,0,0
1115,446,140,1,0
1116,446,141,1,0
1117,446,286,1,0
1118,446,332,0,0
1119,446,210,1,1
1120,446,114,1,1
1121,450,77,1,0
1122,450,146,0,0
1123,450,148,1,0
1124,450,149,0,0
1125,450,152,0,0
1126,450,155,1,0
1127,450,160,1,0
1128,450,161,0,0
1129,450,162,0,0
1130,450,165,1,0
1131,450,306,0,0
1132,450,324,0,0
1133,450,325,0,0
1134,450,326,0,0
1135,450,330,0,0
1136,456,115,1,0
1137,456,116,0,0
1138,456,117,1,0
1139,456,118,0,0
1140,456,119,0,0
1141,456,120,0,0
1142,456,124,0,0
1143,456,125,0,0
1144,456,126,1,0
1145,456,128,1,0
1146,456,129,1,0
1147,456,131,1,0
1148,456,132,0,0
1149,456,133,1,0
1150,456,135,0,0
1151,456,136,0,0
1152,456,137,0,0
1153,456,139,0,0
1154,456,140,1,0
1155,456,141,0,0
1156,456,286,0,0
1157,456,332,0,0
1158,462,35,0,0
1159,462,36,0,0
1160,462,37,0,0
1161,462,38,0,0
1162,462,39,0,0
1163,462,40,1,0
1164,462,41,1,0
1165,462,42,0,0
1166,462,43,1,0
1167,462,284,0,0
1168,468,12,0,0
1169,468,19,0,0
1170,468,21,0,0
1171,468,56,1,0
1172,468,57,1,0
1173,468,58,1,0
1174,468,59,0,0
1175,468,60,1,0
1176,468,61,0,0
1177,468,63,1,0
1178,468,64,0,0
1179,468,71,0,0
1180,468,73,0,0
1181,468,74,0,0
1182,468,75,0,0
1183,468,78,0,0
1184,468,79,1,0
1185,468,80,0,0
1186,468,81,1,0
1187,468,82,0,0
1188,468,89,0,0
1189,468,281,0,0
1190,468,307,0,0
1191,468,310,1,0
1192,468,311,0,0
1193,468,320,0,0
1194,468,321,0,0
1195,468,322,1,0
1196,468,323,0,0
1197,468,331,0,0
1198,468,337,1,0
1199,468,338,1,0
1200,468,339,1,0
1201,472,2,1,0
1202,472,16,0,0
1203,472,20,0,0
1204,472,83,0,0
1205,472,84,1,0
1206,472,86,0,0
1207,472,87,0,0
1208,472,88,1,0
1209,472,91,0,0
1210,472,92,1,0
1211,472,93,0,0
1212,472,96,1,0
1213,472,97,1,0
1214,472,98,0,0
1215,472,99,0,0
1216,472,100,1,0
1217,472,101,0,0
1218,472,102,0,0
1219,472,103,0,0
1220,472,104,0,0
1221,472,105,0,0
1222,472,106,0,0
1223,472,107,0,0
1224,472,108,1,0
1225,472,327,0,0
1226,472,334,1,0
1227,472,335,0,0
1228,477,115,1,0
1229,477,116,0,0
1230,477,117,1,0
1231,477,118,0,0
1232,477,119,0,0
1233,477,120,0,0
1234,477,124,0,0
1235,477,125,0,0
1236,477,126,1,0
1237,477,128,0,0
1238,477,129,1,0
1239,477,131,0,0
1240,477,132,0,0
1241,477,133,1,0
1242,477,135,0,0
1243,477,136,1,0
1244,477,137,0,0
1245,477,139,0,0
1246,477,140,1,0
1247,477,141,0,0
1248,477,286,1,0
1249,477,332,1,0
1250,477,340,1,0
1251,477,341,0,0
1252,477,342,0,0
1253,477,343,0,0
1254,475,109,1,0
1255,475,110,0,0
1256,475,111,1,0
1257,475,112,1,0
1258,482,2,0,0
1259,482,16,0,0
1260,482,20,1,0
1261,482,83,0,0
1262,482,84,1,0
1263,482,86,0,0
1264,482,87,0,0
1265,482,88,1,0
1266,482,91,0,0
1267,482,92,1,0
1268,482,93,0,0
1269,482,96,1,0
1270,482,97,0,0
1271,482,98,1,0
1272,482,99,0,0
1273,482,100,1,0
1274,482,101,0,0
1275,482,102,1,0
1276,482,103,1,0
1277,482,104,1,0
1278,482,105,0,0
1279,482,106,1,0
1280,482,107,0,0
1281,482,108,1,0
1282,482,327,1,0
1283,482,334,1,0
1284,482,335,0,0
1285,470,44,0,0
1286,470,45,0,0
1287,470,46,0,0
1288,470,47,0,0
1289,470,48,0,0
1290,470,49,1,0
1291,470,50,0,0
1292,470,51,1,0
1293,470,52,1,0
1294,470,53,1,0
1295,470,54,0,0
1296,470,55,0,0
1297,473,35,0,0
1298,473,36,0,0
1299,473,37,1,0
1300,473,38,0,0
1301,473,39,0,0
1302,473,40,1,0
1303,473,41,1,0
1304,473,42,0,0
1305,473,43,0,0
1306,473,284,0,0
1307,480,49,0,0
1308,480,51,1,0
1309,480,52,1,0
1310,480,53,1,0
1311,487,115,0,0
1312,487,116,0,0
1313,487,117,1,0
1314,487,118,0,0
1315,487,119,0,0
1316,487,120,0,0
1317,487,124,0,0
1318,487,125,1,0
1319,487,126,1,0
1320,487,128,0,0
1321,487,129,0,0
1322,487,131,0,0
1323,487,132,0,0
1324,487,133,1,0
1325,487,135,0,0
1326,487,136,1,0
1327,487,137,0,0
1328,487,139,0,0
1329,487,140,1,0
1330,487,286,0,0
1331,487,332,1,0
1332,487,340,1,0
1333,487,341,0,0
1334,487,342,0,0
1335,487,343,1,0
1336,487,347,1,0
1337,487,183,1,1
1338,487,290,1,1
1339,489,114,0,0
1340,489,119,0,0
1341,489,140,1,0
1342,489,166,1,0
1343,489,167,0,0
1344,489,168,1,0
1345,489,170,1,0
1346,489,175,1,0
1347,489,178,1,0
1348,489,181,0,0
1349,489,182,1,0
1350,489,183,1,0
1351,489,184,0,0
1352,489,185,1,0
1353,489,188,0,0
1354,489,189,0,0
1355,489,191,1,0
1356,489,287,0,0
1357,489,288,0,0
1358,489,289,0,0
1359,489,290,1,0
1360,489,291,0,0
1361,489,292,0,0
1362,489,293,1,0
1363,489,294,1,0
1364,489,295,0,0
1365,489,296,1,0
1366,489,297,0,0
1367,489,299,1,0
1368,489,300,1,0
1369,489,301,0,0
1370,489,303,0,0
1371,489,313,0,0
1372,489,315,0,0
1373,489,318,1,0
1374,489,319,0,0
1375,489,328,0,0
1376,489,329,0,0
1377,489,336,1,0
1378,490,49,1,0
1379,490,51,1,0
1380,490,52,1,0
1381,490,53,0,0
1382,491,77,0,0
1383,491,146,0,0
1384,491,148,1,0
1385,491,149,0,0
1386,491,152,0,0
1387,491,155,1,0
1388,491,160,1,0
1389,491,161,1,0
1390,491,162,0,0
1391,491,165,1,0
1392,491,306,0,0
1393,491,324,1,0
1394,491,325,0,0
1395,491,326,0,0
1396,491,330,0,0
1397,491,344,1,0
1398,489,204,1,1
1399,489,343,1,1
1400,489,115,1,1
1401,493,35,0,0
1402,493,36,0,0
1403,493,37,1,0
1404,493,38,0,0
1405,493,40,1,0
1406,493,41,1,0
1407,493,43,0,0
1408,493,345,1,0
